LOCATIONID;LOCATIONNAME;ZONELEVELID;geometry;CITY
0-EU-ES-46-02-002-250-01-001;La Seu;8;list(list(c(-0.373611, -0.374036, -0.374526, -0.374808, -0.374887, -0.376133, -0.37686, -0.376889, -0.376875, -0.378275, -0.378982, -0.379086, -0.379156, -0.37915, -0.379189, -0.379298, -0.379284, -0.379124, -0.378781, -0.378583, -0.378461, -0.378282, -0.378108, -0.377892, -0.377715, -0.377667, -0.376867, -0.376928, -0.377047, -0.376819, -0.376723, -0.376711, -0.375627, -0.375623, -0.374818, -0.374242, -0.374186, -0.374202, -0.374553, -0.374382, -0.374271, -0.374243, -0.374193, -0.37414, -0.373813, -0.373674, -0.373573, -0.37354, -0.37346, -0.373444, -0.373237, -0.373124, -0.372963, -0.372923, -0.371627, -0.371249, -0.370837, -0.370406, -0.371316, -0.372102, -0.372747, -0.37318, -0.373524, -0.373611, 39.480499, 39.479979, 39.479376, 39.479024, 39.478972, 39.478962, 39.477398, 39.477318, 39.476613, 39.476654, 39.476573, 39.476561, 39.476553, 39.476221, 39.475941, 39.475626, 39.475601, 39.475613, 39.475599, 39.475637, 39.475661, 39.47569, 39.475654, 39.475605, 39.475564, 39.475367, 39.475355, 39.475024, 39.474381, 39.474209, 39.473993, 39.473906, 39.473792, 39.473792, 39.473641, 39.473539, 39.473537, 39.473913, 39.474008, 39.474352, 39.47446, 39.47452, 39.474725, 39.474846, 39.475394, 39.475359, 39.475491, 39.475611, 39.475894, 39.476311, 39.476282, 39.476634, 39.476823, 39.476942, 39.476751, 39.4771, 39.477772, 39.478478, 39.478898, 39.479706, 39.479995, 39.480239, 39.480434, 39.480499)));Valencia
0-EU-ES-46-02-002-250-01-006;Sant Francesc;8;list(list(c(-0.379736, -0.37971, -0.380649, -0.381237, -0.382049, -0.382712, -0.38361, -0.383432, -0.383407, -0.382377, -0.381346, -0.380574, -0.379966, -0.378526, -0.376967, -0.375592, -0.374937, -0.374915, -0.374911, -0.374827, -0.374272, -0.373777, -0.372755, -0.371901, -0.371284, -0.370478, -0.369786, -0.369449, -0.368967, -0.368964, -0.369141, -0.369942, -0.370151, -0.370744, -0.370897, -0.371622, -0.371833, -0.372508, -0.373768, -0.374231, -0.374385, -0.374645, -0.375116, -0.375308, -0.375561, -0.375561, -0.37552, -0.375427, -0.375324, -0.375239, -0.374761, -0.374446, -0.374368, -0.374268, -0.374244, -0.374816, -0.375457, -0.375623, -0.375627, -0.376585, -0.377535, -0.377793, -0.378465, -0.378894, -0.379214, -0.379653, -0.379736, 39.471991, 39.471248, 39.47099, 39.470865, 39.470937, 39.470929, 39.470635, 39.470363, 39.470347, 39.469589, 39.46879, 39.468505, 39.468273, 39.46791, 39.467553, 39.467206, 39.46716, 39.467158, 39.467149, 39.467145, 39.467535, 39.467885, 39.468619, 39.469228, 39.469706, 39.470334, 39.470877, 39.471252, 39.471789, 39.471838, 39.471999, 39.472276, 39.47269, 39.472831, 39.472243, 39.472349, 39.471474, 39.471505, 39.471859, 39.471902, 39.471943, 39.471855, 39.471508, 39.471363, 39.472101, 39.472276, 39.472583, 39.472721, 39.472869, 39.473006, 39.472853, 39.472742, 39.472928, 39.473154, 39.473539, 39.47364, 39.47376, 39.473792, 39.473792, 39.472535, 39.471297, 39.470961, 39.471418, 39.471618, 39.471869, 39.471983, 39.471991)));Valencia
0-EU-ES-46-02-002-250-06-003;Jaume Roig;8;list(list(c(-0.36636, -0.365925, -0.365156, -0.364471, -0.363001, -0.361244, -0.360717, -0.360062, -0.359897, -0.359504, -0.360379, -0.36115, -0.362818, -0.362333, -0.362749, -0.363584, -0.363628, -0.363735, -0.36405, -0.364417, -0.364614, -0.36523, -0.365616, -0.36636, 39.479413, 39.479288, 39.479065, 39.480413, 39.479971, 39.479443, 39.480539, 39.481, 39.481118, 39.481405, 39.48204, 39.482589, 39.483774, 39.484807, 39.484913, 39.48513, 39.485056, 39.484839, 39.484205, 39.483479, 39.483086, 39.481757, 39.480952, 39.479413)));Valencia
0-EU-ES-46-02-002-250-03-002;La Roqueta;8;list(list(c(-0.384185, -0.384038, -0.383303, -0.382562, -0.381836, -0.381189, -0.380579, -0.380121, -0.379607, -0.378445, -0.378017, -0.377164, -0.376959, -0.378496, -0.379968, -0.380558, -0.381346, -0.382061, -0.382357, -0.382632, -0.383407, -0.383419, -0.383579, -0.383822, -0.384017, -0.38407, -0.38415, -0.384185, 39.469266, 39.469052, 39.467998, 39.466936, 39.465888, 39.464956, 39.463995, 39.463483, 39.463257, 39.463166, 39.464538, 39.466951, 39.467551, 39.467903, 39.468274, 39.468499, 39.46879, 39.469345, 39.469574, 39.469778, 39.470347, 39.470332, 39.470127, 39.469775, 39.46949, 39.469413, 39.469311, 39.469266)));Valencia
0-EU-ES-46-02-002-250-04-002;Les Tendetes;8;list(list(c(-0.382675, -0.381978, -0.382084, -0.383137, -0.383738, -0.385177, -0.385636, -0.386359, -0.387037, -0.387213, -0.387982, -0.388179, -0.388244, -0.38824, -0.388867, -0.38799, -0.388605, -0.388813, -0.387349, -0.386777, -0.386448, -0.385526, -0.384404, -0.383963, -0.383771, -0.382675, 39.482305, 39.482597, 39.482911, 39.48365, 39.484063, 39.48505, 39.485372, 39.485915, 39.486454, 39.486372, 39.486061, 39.486029, 39.485621, 39.485376, 39.485107, 39.483886, 39.483609, 39.483389, 39.481324, 39.480521, 39.480667, 39.481074, 39.481569, 39.481765, 39.481847, 39.482305)));Valencia
0-EU-ES-46-02-002-250-05-001;Marxalenes;8;list(list(c(-0.380438, -0.378967, -0.378803, -0.378627, -0.378522, -0.378089, -0.378226, -0.378774, -0.378966, -0.37943, -0.380897, -0.381563, -0.383477, -0.383744, -0.383958, -0.385538, -0.385739, -0.385916, -0.386175, -0.387067, -0.388704, -0.38945, -0.389523, -0.388157, -0.388006, -0.387037, -0.386321, -0.385654, -0.385271, -0.384508, -0.383208, -0.382084, -0.381978, -0.380438, 39.482997, 39.482899, 39.484218, 39.485279, 39.485595, 39.486309, 39.486335, 39.486375, 39.486446, 39.487685, 39.487404, 39.487276, 39.488197, 39.488324, 39.48842, 39.489135, 39.489207, 39.489276, 39.489376, 39.489179, 39.488809, 39.48864, 39.488626, 39.487347, 39.487227, 39.486454, 39.485887, 39.485385, 39.485115, 39.484591, 39.483699, 39.482911, 39.482597, 39.482997)));Valencia
0-EU-ES-46-02-002-250-07-001;Nou Moles;8;list(list(c(-0.396267, -0.396878, -0.397349, -0.39795, -0.399436, -0.403244, -0.405241, -0.405909, -0.405602, -0.405467, -0.405243, -0.405339, -0.405687, -0.405034, -0.402685, -0.399788, -0.398127, -0.396003, -0.395493, -0.394388, -0.393449, -0.392588, -0.390068, -0.390765, -0.391546, -0.392531, -0.393343, -0.395128, -0.395769, -0.396267, 39.475621, 39.476473, 39.476249, 39.476042, 39.475721, 39.475107, 39.474743, 39.474387, 39.473125, 39.472167, 39.47109, 39.470468, 39.469787, 39.469652, 39.469317, 39.468774, 39.468468, 39.468071, 39.467955, 39.467759, 39.467594, 39.467444, 39.467029, 39.46797, 39.469048, 39.470411, 39.471541, 39.474027, 39.474939, 39.475621)));Valencia
0-EU-ES-46-02-002-250-02-001;Russafa;8;list(list(c(-0.376959, -0.377793, -0.378445, -0.378922, -0.379359, -0.380044, -0.380608, -0.380673, -0.380843, -0.380881, -0.379608, -0.377679, -0.375794, -0.375436, -0.374239, -0.37037, -0.369157, -0.367094, -0.366322, -0.36445, -0.363226, -0.362531, -0.36503, -0.368364, -0.370965, -0.373091, -0.373916, -0.374223, -0.374915, -0.375591, -0.376421, -0.376959, 39.467551, 39.46515, 39.463166, 39.461747, 39.460439, 39.458488, 39.456834, 39.456588, 39.455782, 39.455342, 39.455328, 39.456112, 39.456904, 39.457065, 39.457584, 39.459241, 39.459749, 39.460627, 39.460956, 39.461748, 39.462257, 39.462544, 39.463077, 39.463808, 39.464393, 39.464851, 39.46507, 39.465687, 39.467158, 39.467206, 39.467416, 39.467551)));Valencia
0-EU-ES-46-02-002-250-11-002;El Cabanyal-El Canyamelar;8;list(list(c(-0.33049, -0.3296, -0.329269, -0.328516, -0.328251, -0.327923, -0.326976, -0.326054, -0.325447, -0.323675, -0.321822, -0.319519, -0.319672, -0.320264, -0.321145, -0.321669, -0.321953, -0.322139, -0.32256, -0.323699, -0.325411, -0.326046, -0.327595, -0.329034, -0.330457, -0.331428, -0.333398, -0.333456, -0.33354, -0.333805, -0.3341, -0.334426, -0.33475, -0.334876, -0.334954, -0.335019, -0.335092, -0.33518, -0.335234, -0.335384, -0.335509, -0.335767, -0.335936, -0.336385, -0.336641, -0.336452, -0.335799, -0.335258, -0.334291, -0.333724, -0.333437, -0.333104, -0.332516, -0.331678, -0.331088, -0.33049, 39.462885, 39.46279, 39.46285, 39.462989, 39.463037, 39.463082, 39.46316, 39.463159, 39.463158, 39.463085, 39.463021, 39.462982, 39.463727, 39.465244, 39.467781, 39.46948, 39.470818, 39.471968, 39.474662, 39.474615, 39.474527, 39.474603, 39.474721, 39.475093, 39.475534, 39.475821, 39.476367, 39.476076, 39.475642, 39.474315, 39.4728, 39.471139, 39.469592, 39.468501, 39.468054, 39.467675, 39.467228, 39.466916, 39.466676, 39.465969, 39.465647, 39.465064, 39.464685, 39.463992, 39.463677, 39.463616, 39.463499, 39.463416, 39.463293, 39.463218, 39.463189, 39.463155, 39.463062, 39.462965, 39.462908, 39.462885)));Valencia
0-EU-ES-46-02-002-250-07-005;La Llum;8;list(list(c(-0.415437, -0.414988, -0.414013, -0.412544, -0.411541, -0.411969, -0.40999, -0.410093, -0.410504, -0.413371, -0.414054, -0.414494, -0.415397, -0.41726, -0.418045, -0.417625, -0.415437, 39.46767, 39.466943, 39.466649, 39.466748, 39.466533, 39.46591, 39.466046, 39.467132, 39.469722, 39.469522, 39.469472, 39.469432, 39.46935, 39.469181, 39.469123, 39.468612, 39.46767)));Valencia
0-EU-ES-46-02-002-250-11-004;Beteró;8;list(list(c(-0.333456, -0.335556, -0.335866, -0.336123, -0.336581, -0.337004, -0.337438, -0.337421, -0.33791, -0.338277, -0.33886, -0.339142, -0.339865, -0.33934, -0.338738, -0.338616, -0.337431, -0.334876, -0.33475, -0.33448, -0.334313, -0.334218, -0.334075, -0.333807, -0.333688, -0.333545, -0.333456, 39.476074, 39.476692, 39.476096, 39.475536, 39.474597, 39.473733, 39.472898, 39.472516, 39.471552, 39.470825, 39.471012, 39.470407, 39.468977, 39.468812, 39.468617, 39.468834, 39.468704, 39.468501, 39.469593, 39.470875, 39.471697, 39.472206, 39.47293, 39.474303, 39.47488, 39.475622, 39.476074)));Valencia
0-EU-ES-46-02-002-250-08-005;Barrio de Favara;8;list(list(c(-0.390337, -0.390415, -0.390578, -0.391029, -0.391618, -0.394768, -0.395785, -0.396313, -0.396939, -0.397244, -0.398314, -0.397385, -0.398394, -0.397176, -0.395516, -0.394873, -0.394134, -0.393145, -0.391138, -0.390337, 39.45647, 39.456469, 39.456464, 39.456447, 39.456426, 39.456246, 39.456095, 39.455886, 39.455573, 39.455442, 39.454631, 39.454027, 39.452519, 39.451555, 39.450262, 39.449765, 39.450802, 39.452235, 39.455264, 39.45647)));Valencia
0-EU-ES-46-02-002-250-12-002;Albors;8;list(list(c(-0.352428, -0.352568, -0.352792, -0.353199, -0.353637, -0.354398, -0.354867, -0.355439, -0.355837, -0.356614, -0.3562, -0.354324, -0.352146, -0.351294, -0.351061, -0.350382, -0.349865, -0.348814, -0.348382, -0.349479, -0.350355, -0.350766, -0.351599, -0.352428, 39.470925, 39.470965, 39.471034, 39.471158, 39.471291, 39.471519, 39.4706, 39.46949, 39.468723, 39.467015, 39.466894, 39.466346, 39.46576, 39.465523, 39.466094, 39.467767, 39.469049, 39.468758, 39.469726, 39.470048, 39.470308, 39.470431, 39.470687, 39.470925)));Valencia
0-EU-ES-46-02-002-250-15-001;Els Orriols;8;list(list(c(-0.368486, -0.369151, -0.368443, -0.368021, -0.367242, -0.368, -0.368652, -0.36736, -0.366697, -0.366546, -0.366258, -0.368182, -0.36756, -0.369215, -0.368325, -0.369104, -0.36973, -0.369619, -0.369284, -0.368584, -0.368249, -0.367701, -0.367344, -0.36688, -0.367352, -0.36776, -0.367943, -0.368424, -0.368843, -0.369484, -0.369802, -0.369833, -0.370474, -0.370686, -0.370651, -0.371068, -0.371844, -0.370788, -0.371013, -0.370234, -0.371051, -0.371564, -0.371973, -0.372414, -0.372572, -0.372719, -0.372894, -0.373218, -0.37374, -0.374001, -0.373636, -0.371737, -0.371128, -0.370225, -0.368402, -0.367149, -0.369094, -0.368908, -0.368058, -0.368486, 39.491375, 39.491842, 39.492413, 39.492762, 39.493353, 39.493907, 39.494355, 39.495525, 39.495005, 39.494991, 39.495196, 39.496652, 39.49728, 39.497781, 39.499873, 39.500049, 39.500202, 39.50047, 39.501087, 39.501855, 39.501831, 39.503319, 39.503407, 39.504106, 39.504308, 39.50442, 39.504079, 39.502801, 39.501833, 39.500985, 39.500574, 39.500467, 39.500621, 39.499942, 39.499257, 39.498638, 39.497035, 39.496795, 39.496319, 39.49602, 39.494916, 39.495201, 39.49464, 39.494287, 39.494241, 39.494125, 39.493824, 39.493278, 39.492395, 39.491967, 39.491893, 39.490446, 39.489985, 39.489317, 39.487972, 39.488671, 39.490146, 39.490321, 39.491049, 39.491375)));Valencia
0-EU-ES-46-02-002-250-10-001;Mont-Olivet;8;list(list(c(-0.363276, -0.362828, -0.362304, -0.362011, -0.361409, -0.360162, -0.359252, -0.358184, -0.357205, -0.356754, -0.357912, -0.358008, -0.358113, -0.358433, -0.358547, -0.358956, -0.359368, -0.359713, -0.359839, -0.359937, -0.360016, -0.360944, -0.362527, -0.364107, -0.365607, -0.36931, -0.366687, -0.364038, -0.363276, 39.456658, 39.456846, 39.45707, 39.457194, 39.457432, 39.457996, 39.458375, 39.458821, 39.459373, 39.459596, 39.460036, 39.460138, 39.460274, 39.460688, 39.460833, 39.461353, 39.461875, 39.462332, 39.462733, 39.463071, 39.463342, 39.463187, 39.462546, 39.46189, 39.461258, 39.459681, 39.4552, 39.456333, 39.456658)));Valencia
0-EU-ES-46-02-002-250-16-002;Ciutat Fallera;8;list(list(c(-0.397628, -0.397013, -0.396652, -0.39623, -0.39438, -0.393912, -0.393314, -0.393006, -0.392726, -0.392434, -0.391969, -0.391371, -0.391103, -0.388906, -0.38864, -0.389768, -0.39214, -0.392968, -0.394235, -0.39565, -0.396963, -0.399063, -0.401521, -0.401153, -0.40022, -0.39883, -0.397628, 39.495439, 39.495825, 39.495496, 39.495753, 39.496861, 39.497113, 39.497461, 39.49764, 39.497803, 39.497972, 39.498243, 39.498591, 39.498747, 39.50009, 39.500252, 39.50134, 39.503087, 39.503043, 39.503062, 39.502235, 39.501393, 39.500257, 39.498913, 39.498576, 39.497747, 39.496533, 39.495439)));Valencia
0-EU-ES-46-02-002-250-13-001;L'Illa Perduda;8;list(list(c(-0.335384, -0.33518, -0.335092, -0.334999, -0.334876, -0.335886, -0.337431, -0.338616, -0.338738, -0.339865, -0.339336, -0.339153, -0.339015, -0.338861, -0.339633, -0.340427, -0.340719, -0.340936, -0.341271, -0.341446, -0.341764, -0.342081, -0.342286, -0.342386, -0.342934, -0.343877, -0.343736, -0.343527, -0.343326, -0.342282, -0.34018, -0.338467, -0.337026, -0.335384, 39.46597, 39.466915, 39.467228, 39.467793, 39.468501, 39.468581, 39.468704, 39.468834, 39.468617, 39.468977, 39.470022, 39.470385, 39.470681, 39.471013, 39.471235, 39.471461, 39.471545, 39.471615, 39.471719, 39.471757, 39.471854, 39.471964, 39.472024, 39.47183, 39.470687, 39.468749, 39.468706, 39.468455, 39.468275, 39.467984, 39.46738, 39.46687, 39.466451, 39.46597)));Valencia
0-EU-ES-46-02-002-250-10-002;En Corts;8;list(list(c(-0.36931, -0.370431, -0.372094, -0.375033, -0.375329, -0.375763, -0.372778, -0.371635, -0.371119, -0.371502, -0.36974, -0.367224, -0.366687, -0.36931, 39.459681, 39.459215, 39.458507, 39.457244, 39.457113, 39.456918, 39.452671, 39.451006, 39.452419, 39.453189, 39.453924, 39.454975, 39.4552, 39.459681)));Valencia
0-EU-ES-46-02-002-250-14-001;Benimaclet;8;list(list(c(-0.3701, -0.369576, -0.36925, -0.36875, -0.368605, -0.366544, -0.365386, -0.364642, -0.364014, -0.36348, -0.363584, -0.363053, -0.362333, -0.362564, -0.362818, -0.361691, -0.360441, -0.359481, -0.358342, -0.357084, -0.356307, -0.355969, -0.355496, -0.354769, -0.35473, -0.354666, -0.354578, -0.354561, -0.35434, -0.35413, -0.353929, -0.35389, -0.353789, -0.353567, -0.353275, -0.353194, -0.352984, -0.352703, -0.351968, -0.351453, -0.352183, -0.353547, -0.354378, -0.354346, -0.354196, -0.354077, -0.354845, -0.354748, -0.354605, -0.355259, -0.355626, -0.35642, -0.356268, -0.356265, -0.356386, -0.356765, -0.356958, -0.35761, -0.357583, -0.358803, -0.359287, -0.359193, -0.359015, -0.360106, -0.360267, -0.36043, -0.360505, -0.361075, -0.361615, -0.361884, -0.36231, -0.362529, -0.362814, -0.363045, -0.362804, -0.362955, -0.363349, -0.363985, -0.364177, -0.364628, -0.36484, -0.364998, -0.365342, -0.366107, -0.365767, -0.365451, -0.3653, -0.365025, -0.364892, -0.364742, -0.365144, -0.365388, -0.365555, -0.365804, -0.366018, -0.366487, -0.366825, -0.367149, -0.368402, -0.369736, -0.369794, -0.3701, 39.486328, 39.486169, 39.486288, 39.486226, 39.486558, 39.486002, 39.48569, 39.486232, 39.485726, 39.485303, 39.48513, 39.484991, 39.484807, 39.484315, 39.483774, 39.482974, 39.482085, 39.481389, 39.480531, 39.479599, 39.47902, 39.478765, 39.47842, 39.478169, 39.47825, 39.478385, 39.478567, 39.478598, 39.478993, 39.479371, 39.479573, 39.479613, 39.47971, 39.479924, 39.480205, 39.480288, 39.480504, 39.480768, 39.481228, 39.481534, 39.481755, 39.482178, 39.482438, 39.48265, 39.483624, 39.484393, 39.484468, 39.485004, 39.48579, 39.485847, 39.48588, 39.485953, 39.486843, 39.486911, 39.486986, 39.48701, 39.487023, 39.48707, 39.487224, 39.487398, 39.487467, 39.487945, 39.488859, 39.489005, 39.489026, 39.488699, 39.488511, 39.488535, 39.488556, 39.488568, 39.488587, 39.488377, 39.488156, 39.487977, 39.48779, 39.487689, 39.487373, 39.486862, 39.487011, 39.487338, 39.487493, 39.48761, 39.487876, 39.488446, 39.488541, 39.488722, 39.4888, 39.489003, 39.489106, 39.489223, 39.489495, 39.489685, 39.48959, 39.489443, 39.489318, 39.489051, 39.488856, 39.48867, 39.487972, 39.486964, 39.486872, 39.486328)));Valencia
0-EU-ES-46-02-002-250-04-006;Nou Campanar;8;list(list(c(-0.41027, -0.413179, -0.41231, -0.412279, -0.411839, -0.411332, -0.410319, -0.410177, -0.410179, -0.410075, -0.408799, -0.40792, -0.407341, -0.406665, -0.406055, -0.405909, -0.405241, -0.404168, -0.403444, -0.403259, -0.402966, -0.402232, -0.401033, -0.399846, -0.399438, -0.399203, -0.399727, -0.400032, -0.399332, -0.398599, -0.401165, -0.401661, -0.402721, -0.403986, -0.404601, -0.406554, -0.406732, -0.40732, -0.41027, 39.481433, 39.478991, 39.478099, 39.477802, 39.477115, 39.476232, 39.475859, 39.475679, 39.475081, 39.474822, 39.474039, 39.474039, 39.474123, 39.474221, 39.474313, 39.474387, 39.474743, 39.474939, 39.475071, 39.475105, 39.475152, 39.475271, 39.475463, 39.475655, 39.475721, 39.475771, 39.477316, 39.478359, 39.47856, 39.478875, 39.482566, 39.483319, 39.482912, 39.482358, 39.483237, 39.482387, 39.481899, 39.480968, 39.481433)));Valencia
0-EU-ES-46-02-002-250-16-003;Nou Benicalap;8;list(list(c(-0.391117, -0.393912, -0.39112, -0.390499, -0.388531, -0.386301, -0.383227, -0.381725, -0.380055, -0.380353, -0.381331, -0.381346, -0.382231, -0.386482, -0.38864, -0.388906, -0.391117, 39.498738, 39.497113, 39.4943, 39.494026, 39.493305, 39.492552, 39.493243, 39.493552, 39.493921, 39.49496, 39.497345, 39.498895, 39.498676, 39.498119, 39.500252, 39.500089, 39.498738)));Valencia
0-EU-ES-46-02-002-250-01-003;El Carme;8;list(list(c(-0.379171, -0.379086, -0.378275, -0.376874, -0.376889, -0.376861, -0.376133, -0.374887, -0.374809, -0.374626, -0.374119, -0.373611, -0.375046, -0.377267, -0.378977, -0.380438, -0.380319, -0.380255, -0.380536, -0.380925, -0.382244, -0.382697, -0.38298, -0.383067, -0.383295, -0.383465, -0.383666, -0.383566, -0.383641, -0.383699, -0.383761, -0.383825, -0.383991, -0.383105, -0.38237, -0.381941, -0.381343, -0.380349, -0.379802, -0.379171, 39.476551, 39.476561, 39.476654, 39.476612, 39.477318, 39.477397, 39.478962, 39.478972, 39.479024, 39.479252, 39.479879, 39.480499, 39.481586, 39.48281, 39.4829, 39.482997, 39.481946, 39.481384, 39.481297, 39.481173, 39.480752, 39.480541, 39.480309, 39.480054, 39.479389, 39.4789, 39.478328, 39.478228, 39.477796, 39.477438, 39.477046, 39.476678, 39.475718, 39.47585, 39.476007, 39.476104, 39.476183, 39.476315, 39.476434, 39.476551)));Valencia
0-EU-ES-46-02-002-250-02-002;El Pla del Remei;8;list(list(c(-0.373623, -0.371644, -0.366674, -0.364146, -0.364794, -0.365212, -0.365148, -0.365612, -0.366285, -0.366652, -0.366841, -0.367995, -0.368049, -0.368284, -0.368964, -0.368967, -0.369786, -0.371262, -0.37174, -0.372012, -0.372855, -0.373597, -0.374133, -0.374828, -0.374911, -0.37422, -0.373914, -0.373623, 39.464989, 39.465768, 39.467835, 39.468889, 39.469932, 39.470603, 39.470748, 39.471286, 39.47208, 39.472506, 39.472728, 39.472254, 39.472029, 39.471856, 39.471838, 39.471789, 39.470876, 39.469723, 39.469352, 39.469149, 39.468547, 39.468014, 39.467634, 39.467145, 39.467149, 39.465685, 39.465069, 39.464989)));Valencia
0-EU-ES-46-02-002-250-02-003;Gran Vía;8;list(list(c(-0.364146, -0.365627, -0.366749, -0.369308, -0.371171, -0.371744, -0.372283, -0.372769, -0.373616, -0.373085, -0.371759, -0.370201, -0.367997, -0.364882, -0.362531, -0.360944, -0.361058, -0.3615, -0.362133, -0.362324, -0.362469, -0.362923, -0.363397, -0.364146, 39.468889, 39.468272, 39.467804, 39.46674, 39.465965, 39.465729, 39.465516, 39.465325, 39.46499, 39.464849, 39.464563, 39.464222, 39.463727, 39.463045, 39.462545, 39.463187, 39.463423, 39.464326, 39.465611, 39.465928, 39.466165, 39.466907, 39.467674, 39.468889)));Valencia
0-EU-ES-46-02-002-250-03-003;La Petxina;8;list(list(c(-0.390652, -0.391187, -0.392034, -0.392638, -0.393107, -0.393255, -0.393414, -0.394968, -0.396878, -0.395498, -0.394705, -0.393092, -0.392059, -0.391606, -0.391546, -0.391244, -0.390042, -0.388668, -0.388448, -0.387483, -0.386413, -0.386265, -0.386091, -0.386193, -0.386281, -0.387066, -0.387194, -0.387233, -0.387947, -0.388306, -0.389397, -0.389639, -0.390145, -0.390652, 39.478155, 39.478889, 39.478549, 39.478305, 39.478116, 39.478057, 39.477986, 39.477305, 39.476473, 39.474548, 39.473435, 39.471189, 39.469757, 39.469131, 39.469048, 39.469113, 39.469385, 39.469664, 39.469919, 39.470733, 39.471617, 39.471754, 39.471914, 39.472058, 39.472173, 39.473201, 39.473369, 39.473423, 39.474419, 39.474922, 39.476431, 39.476766, 39.477461, 39.478155)));Valencia
0-EU-ES-46-02-002-250-03-001;El Botànic;8;list(list(c(-0.383407, -0.383432, -0.383611, -0.383984, -0.384024, -0.384024, -0.383994, -0.383949, -0.383981, -0.383991, -0.383749, -0.383641, -0.383566, -0.383666, -0.383371, -0.383209, -0.38298, -0.382697, -0.382244, -0.380546, -0.380255, -0.380438, -0.381978, -0.383965, -0.386777, -0.388802, -0.391013, -0.391186, -0.389799, -0.38838, -0.387197, -0.38619, -0.385752, -0.384907, -0.384441, -0.384185, -0.38407, -0.383574, -0.383407, 39.470347, 39.470363, 39.470635, 39.471645, 39.472016, 39.472449, 39.47318, 39.47399, 39.475338, 39.475718, 39.477125, 39.477802, 39.478228, 39.478328, 39.479168, 39.479639, 39.480309, 39.480541, 39.480752, 39.481294, 39.481384, 39.482997, 39.482597, 39.481764, 39.480521, 39.479612, 39.478958, 39.478888, 39.476986, 39.475024, 39.473374, 39.472054, 39.471434, 39.470344, 39.469649, 39.469266, 39.469413, 39.470134, 39.470347)));Valencia
0-EU-ES-46-02-002-250-01-004;El Pilar;8;list(list(c(-0.381095, -0.381101, -0.381726, -0.38194, -0.382373, -0.383105, -0.383991, -0.383974, -0.383948, -0.383995, -0.384024, -0.384025, -0.384024, -0.383984, -0.383611, -0.382711, -0.382044, -0.381234, -0.380679, -0.380266, -0.379709, -0.37975, -0.380206, -0.380953, -0.381016, -0.380892, -0.380711, -0.380398, -0.381035, -0.381111, -0.381191, -0.381222, -0.381279, -0.381216, -0.381126, -0.380988, -0.380799, -0.381038, -0.381054, -0.381095, 39.476123, 39.476215, 39.476131, 39.476104, 39.476006, 39.47585, 39.475718, 39.475021, 39.473998, 39.473175, 39.472467, 39.472255, 39.472017, 39.471645, 39.470635, 39.470928, 39.470936, 39.470865, 39.470983, 39.471096, 39.471248, 39.472405, 39.472354, 39.472279, 39.472429, 39.472579, 39.472838, 39.47322, 39.47345, 39.473582, 39.473726, 39.474068, 39.474431, 39.474658, 39.474812, 39.47505, 39.475366, 39.475414, 39.475638, 39.476123)));Valencia
0-EU-ES-46-02-002-250-05-003;Trinitat;8;list(list(c(-0.36925, -0.369576, -0.3701, -0.370419, -0.370778, -0.371582, -0.371967, -0.372368, -0.372529, -0.373034, -0.373927, -0.37364, -0.373611, -0.373524, -0.372747, -0.372102, -0.371316, -0.370405, -0.369639, -0.368798, -0.368125, -0.36754, -0.367343, -0.367066, -0.36636, -0.365968, -0.365599, -0.365196, -0.36496, -0.364577, -0.363995, -0.363629, -0.363584, -0.36348, -0.364642, -0.365386, -0.367807, -0.368605, -0.368749, -0.36925, 39.486288, 39.486169, 39.486328, 39.48599, 39.485427, 39.484159, 39.483552, 39.482919, 39.482655, 39.481815, 39.480738, 39.480521, 39.480499, 39.480434, 39.479995, 39.479706, 39.478898, 39.478478, 39.478021, 39.477533, 39.4771, 39.477242, 39.477385, 39.47796, 39.479413, 39.480223, 39.480985, 39.481829, 39.482341, 39.483161, 39.484316, 39.485054, 39.48513, 39.485303, 39.486232, 39.48569, 39.486342, 39.486558, 39.486226, 39.486288)));Valencia
0-EU-ES-46-02-002-250-11-005;Natzaret;8;list(list(c(-0.331604, -0.333017, -0.334306, -0.334645, -0.334793, -0.334905, -0.334994, -0.33519, -0.335515, -0.335633, -0.335355, -0.335591, -0.335782, -0.335986, -0.336283, -0.336409, -0.336442, -0.334991, -0.334395, -0.333448, -0.330924, -0.330509, -0.330289, -0.330019, -0.329441, -0.329146, -0.328435, -0.327771, -0.327734, -0.327708, -0.327595, -0.327666, -0.32799, -0.3283, -0.329964, -0.3309, -0.331604, 39.453333, 39.454599, 39.454769, 39.454844, 39.45396, 39.453267, 39.45275, 39.451562, 39.449369, 39.448398, 39.448353, 39.446411, 39.444364, 39.442319, 39.43978, 39.43846, 39.43797, 39.438077, 39.438333, 39.439687, 39.442585, 39.443045, 39.443305, 39.443624, 39.444018, 39.444226, 39.444535, 39.444755, 39.445624, 39.446264, 39.446892, 39.448433, 39.449012, 39.449445, 39.451492, 39.452554, 39.453333)));Valencia
